empid|flightrisk|currentsalary|joblevel|yearseducation|travelamt|gender
26026|high|62541|6|20|30|Female
26027|high|61695|5|16|80|Male
26028|high|69135|7|18|20|Female
26029|high|73369|5|18|20|Male
26030|high|85613|6|19|0|Female
26031|high|70160|5|16|10|Male
26032|high|86382|6|19|80|Female
26033|high|81679|6|18|50|Female
26034|high|63668|7|19|80|Female
26035|high|82144|7|16|10|Male
26036|high|73254|5|19|30|Male
26037|high|88545|5|16|90|Female
26038|high|66025|6|16|40|Female
26039|high|80183|6|16|20|Female
26040|high|73667|5|19|10|Male
26041|high|61171|5|18|90|Female
26042|high|64677|7|18|80|Female
26043|high|63681|6|16|80|Male
26044|high|83053|7|20|100|Female
26045|high|83610|7|17|60|Male
26046|high|73759|5|18|60|Male
26047|high|67659|5|17|10|Male
26048|high|60391|7|16|100|Male
26049|high|72431|5|16|50|Female
26050|high|82096|7|20|10|Female
26051|high|62485|7|20|70|Female
26052|high|49897|7|17|100|Female
26053|high|61755|5|19|40|Female
26054|high|72275|7|18|60|Female
26055|high|66838|5|16|10|Female
26056|medium|65077|3|14|50|Female
26057|medium|58561|2|16|60|Female
26058|medium|69007|2|14|20|Female
26059|medium|62024|3|14|30|Female
26060|medium|68611|1|15|90|Female
26061|medium|67316|2|14|50|Female
26062|medium|57718|2|14|90|Female
26063|medium|59290|4|14|40|Female
26064|medium|58346|3|15|90|Female
26065|medium|55314|4|15|80|Female
26066|medium|58495|1|14|50|Female
26067|medium|67106|3|15|60|Female
26068|medium|66887|1|14|10|Female
26069|medium|69419|3|14|70|Female
26070|medium|63952|2|15|10|Female
26071|medium|61320|2|14|50|Female
26072|medium|57163|3|16|30|Female
26073|medium|65356|4|14|30|Female
26074|medium|62373|2|15|10|Female
26075|medium|69843|2|15|100|Female
26076|medium|57125|4|14|90|Female
26077|medium|58447|1|14|80|Female
26078|medium|63597|1|16|100|Female
26079|medium|69500|3|15|10|Female
26080|medium|62902|1|15|70|Female
26081|medium|55537|3|15|60|Female
26082|medium|64539|4|14|80|Female
26083|medium|62308|2|14|90|Female
26084|medium|59639|1|15|50|Female
26085|medium|57440|1|14|50|Female
26086|medium|55099|4|15|30|Female
26087|medium|65721|1|16|10|Female
26088|medium|61102|2|15|60|Female
26089|medium|64535|1|15|60|Female
26090|medium|63581|3|14|0|Female
26091|medium|67125|1|14|60|Female
26092|medium|66448|3|14|80|Female
26093|medium|63986|1|16|80|Female
26094|medium|58941|4|14|0|Female
26095|medium|67810|1|15|80|Female
26096|medium|56882|1|15|50|Female
26097|medium|62303|3|14|10|Female
26098|medium|62618|3|15|60|Female
26099|medium|67195|3|16|70|Female
26100|medium|58846|1|16|70|Female
26101|medium|62711|2|16|30|Female
26102|medium|61559|1|15|40|Female
26103|medium|66663|2|15|70|Female
26104|medium|60831|4|15|80|Female
26105|medium|65377|4|16|50|Female
26106|low|57650|6|13|50|Male
26107|low|49884|5|12|10|Female
26108|low|46017|6|14|80|Female
26109|low|52350|4|14|50|Male
26110|low|54699|4|13|30|Male
26111|low|57083|5|14|10|Male
26112|low|55509|4|14|60|Female
26113|low|51969|3|13|40|Female
26114|low|45479|5|14|90|Female
26115|low|59720|5|13|80|Female
26116|low|49251|6|14|80|Female
26117|low|54229|6|14|0|Male
26118|low|48611|4|13|50|Male
26119|low|46591|3|12|60|Female
26120|low|56740|6|14|30|Male
26121|low|49987|4|12|10|Female
26122|low|56074|4|12|30|Female
26123|low|59957|6|13|10|Male
26124|low|50935|4|12|50|Female
26125|low|52097|6|14|80|Female
26126|low|50503|5|13|0|Male
26127|low|51628|6|14|30|Female
26128|low|56382|6|12|60|Female
26129|low|50725|5|14|40|Male
26130|low|58685|4|12|0|Female
26131|low|46414|5|12|40|Male
26132|low|50936|3|14|80|Male
26133|low|50790|5|14|60|Male
26134|low|73254|5|14|100|Female
26135|low|71061|5|14|40|Male
26136|low|78364|4|12|90|Female
26137|low|55075|4|12|40|Male
26138|low|48322|5|12|10|Female
26139|low|48266|3|12|80|Female
26140|low|55868|3|12|80|Female
26141|low|49726|6|12|80|Male
26142|low|48579|4|14|20|Male
26143|low|49550|5|14|30|Female
26144|low|56327|6|12|50|Female
26145|low|54839|5|14|60|Male
26146|low|57347|5|14|20|Male
26147|low|45985|3|12|10|Female
26148|low|53437|6|12|60|Male
26149|low|56219|6|13|90|Male
26150|low|57891|5|14|60|Female
26151|low|51740|4|13|10|Female
26152|low|46365|5|12|100|Male
26153|low|58284|4|12|20|Female
26154|low|49251|5|14|70|Female
26155|low|49873|6|14|10|Male
26156|high|47842|7|19|10|Female
26157|high|84265|6|19|50|Male
26158|high|73903|6|16|20|Male
26159|high|60930|6|17|50|Male
26160|high|70613|6|19|90|Female
26161|high|82655|7|20|20|Male
26162|high|73964|7|19|80|Male
26163|high|77976|7|20|90|Male
26164|high|87814|7|20|40|Male
26165|high|64804|7|20|20|Female
26166|high|62355|5|19|60|Male
26167|high|82431|5|18|40|Male
26168|high|69670|5|16|10|Male
26169|high|67514|6|16|10|Male
26170|high|74299|5|19|50|Male
26171|high|69068|6|16|20|Female
26172|high|79391|7|17|60|Female
26173|high|84909|6|16|30|Female
26174|high|75699|5|18|90|Male
26175|high|87060|7|20|40|Female
26176|high|61064|7|16|100|Female
26177|high|69113|5|17|50|Male
26178|high|61135|7|20|70|Female
26179|high|70975|5|18|40|Female
26180|high|89163|7|20|80|Female
26181|high|74936|7|16|90|Male
26182|high|77281|7|19|40|Female
26183|high|72723|6|16|20|Male
26184|high|79009|6|18|70|Female
26185|high|63638|6|19|100|Male
26186|high|67940|5|17|90|Male
26187|high|50617|7|20|30|Female
26188|high|83190|7|19|90|Female
26189|high|67693|5|19|50|Male
26190|high|74365|6|17|40|Female
26191|high|62660|5|18|10|Female
26192|high|64181|7|20|0|Female
26193|high|88041|7|19|60|Female
26194|high|75044|7|17|50|Female
26195|high|84350|7|19|60|Female
26196|high|89376|7|17|50|Male
26197|high|69103|7|18|10|Male
26198|high|74168|6|17|40|Female
26199|high|88052|6|18|60|Male
26200|high|77119|7|16|10|Male
26201|high|88808|6|17|20|Female
26202|high|71372|5|17|90|Female
26203|high|70368|6|17|40|Male
26204|high|66357|6|18|90|Female
26205|high|68151|6|19|40|Female
26206|medium|69592|2|16|0|Female
26207|medium|61019|1|15|20|Female
26208|medium|66747|4|14|0|Female
26209|medium|60336|4|16|100|Female
26210|medium|69981|4|14|90|Female
26211|medium|65007|4|14|30|Female
26212|medium|60607|2|16|100|Female
26213|medium|65889|3|16|60|Female
26214|medium|68208|4|15|70|Female
26215|medium|57561|4|14|20|Female
26216|medium|67835|4|15|50|Female
26217|medium|66992|4|15|10|Female
26218|medium|68470|3|14|20|Female
26219|medium|65887|3|14|70|Female
26220|medium|63000|3|14|90|Female
26221|medium|60450|1|15|50|Female
26222|medium|63726|4|14|70|Female
26223|medium|67066|1|14|50|Female
26224|medium|56578|1|15|100|Female
26225|medium|67155|4|16|50|Female
26226|medium|65760|2|15|20|Female
26227|medium|59661|2|14|40|Female
26228|medium|58177|1|14|90|Female
26229|medium|68657|3|14|0|Female
26230|medium|61197|1|16|70|Female
26231|medium|57359|2|14|50|Female
26232|medium|63050|1|14|30|Female
26233|medium|65963|4|16|100|Female
26234|medium|67075|1|14|30|Female
26235|medium|58448|1|14|0|Female
26236|medium|64770|3|15|70|Female
26237|medium|56354|1|15|50|Female
26238|medium|66185|4|15|60|Female
26239|medium|58190|2|14|80|Female
26240|medium|55024|2|14|50|Female
26241|medium|57313|3|14|40|Female
26242|medium|55297|2|16|100|Female
26243|medium|62583|1|14|30|Female
26244|medium|68259|1|14|60|Female
26245|medium|69572|4|16|30|Female
26246|medium|67419|3|15|10|Female
26247|medium|56121|4|16|50|Female
26248|medium|65151|3|14|40|Female
26249|medium|67671|1|14|10|Female
26250|medium|59190|1|15|10|Female
26251|medium|55507|1|14|10|Female
26252|medium|68238|3|15|30|Female
26253|medium|65736|3|15|10|Female
26254|medium|57042|1|15|90|Female
26255|medium|66103|2|15|50|Female
26256|low|58597|3|14|30|Male
26257|low|54253|3|12|60|Female
26258|low|54234|3|14|30|Female
26259|low|56367|5|14|20|Female
26260|low|48613|3|13|60|Male
26261|low|48619|4|12|70|Male
26262|low|48158|3|13|70|Female
26263|low|56658|5|13|80|Female
26264|low|57243|4|12|30|Female
26265|low|55712|4|13|40|Female
26266|low|48852|6|12|80|Male
26267|low|48911|4|14|30|Male
26268|low|56193|6|13|90|Female
26269|low|59166|6|13|80|Female
26270|low|52643|4|12|0|Female
26271|low|46493|4|12|50|Male
26272|low|55806|6|13|60|Male
26273|low|45101|3|12|60|Male
26274|low|47468|3|12|100|Female
26275|low|59745|4|13|0|Female
26276|low|51045|6|13|40|Female
26277|low|46168|3|14|20|Male
26278|low|58456|5|12|70|Male
26279|low|51287|3|14|30|Male
26280|low|55333|4|14|10|Female
26281|low|45121|3|14|80|Female
26282|low|57071|3|14|90|Male
26283|low|58850|4|12|30|Female
26284|low|52259|4|13|0|Female
26285|low|55709|4|14|30|Male
26286|low|46970|3|14|20|Female
26287|low|55112|4|14|10|Female
26288|low|53040|6|13|20|Female
26289|low|53124|4|13|60|Female
26290|low|52244|3|12|100|Female
26291|low|45148|3|14|90|Male
26292|low|46345|5|12|10|Female
26293|low|59893|4|12|70|Male
26294|low|52774|6|12|70|Female
26295|low|54108|6|14|90|Male
26296|low|56568|6|13|50|Male
26297|low|53056|6|12|50|Female
26298|low|45540|5|12|0|Female
26299|low|53851|6|12|50|Male
26300|low|54886|4|12|90|Male
26301|low|50236|6|12|100|Female
26302|low|57281|3|14|60|Male
26303|low|48041|6|12|10|Female
26304|low|47769|5|14|10|Male
26305|low|53933|5|12|20|Male
26306|high|75071|5|19|50|Female
26307|high|67437|7|18|70|Female
26308|high|62630|6|20|30|Female
26309|high|80470|5|18|70|Male
26310|high|80836|7|16|0|Male
26311|high|67774|6|20|50|Male
26312|high|89578|6|17|100|Female
26313|high|73805|6|16|30|Female
26314|high|68593|5|20|20|Female
26315|high|68014|5|20|90|Male
26316|high|61388|5|17|100|Male
26317|high|82763|6|18|30|Female
26318|high|77375|7|20|90|Male
26319|high|67343|7|17|60|Female
26320|high|70133|5|20|60|Female
26321|high|68869|7|17|60|Female
26322|high|62432|7|16|70|Female
26323|high|85092|7|20|80|Female
26324|high|78079|5|16|80|Male
26325|high|85064|5|18|80|Female
26326|high|71354|5|17|20|Female
26327|high|69284|6|19|50|Female
26328|high|87576|5|18|90|Male
26329|high|77770|7|18|40|Male
26330|high|72004|7|17|100|Female
26331|high|86328|5|17|10|Female
26332|high|77041|5|18|60|Female
26333|high|63885|6|16|70|Male
26334|high|69773|5|19|40|Female
26335|high|63875|6|18|30|Male
26336|high|89873|6|16|70|Male
26337|high|71473|6|16|10|Female
26338|high|62353|6|20|10|Female
26339|high|86736|7|20|80|Male
26340|high|64550|7|18|50|Female
26341|high|64878|6|16|0|Male
26342|high|77818|6|16|80|Male
26343|high|73465|7|18|80|Female
26344|high|82943|7|16|60|Female
26345|high|60090|7|16|10|Male
26346|high|61489|6|16|50|Male
26347|high|86424|5|20|90|Male
26348|high|61753|5|16|50|Male
26349|high|61455|5|18|90|Female
26350|high|78936|7|16|20|Female
26351|high|70576|6|17|80|Male
26352|high|76405|5|19|10|Male
26353|high|89398|5|18|70|Female
26354|high|65794|7|20|30|Male
26355|high|85542|6|18|60|Female
26356|medium|55064|1|15|40|Female
26357|medium|56761|2|15|40|Female
26358|medium|63719|1|15|60|Female
26359|medium|57437|4|15|0|Female
26360|medium|57496|1|14|90|Female
26361|medium|62863|1|16|70|Female
26362|medium|66040|1|16|80|Female
26363|medium|57533|1|14|80|Female
26364|medium|64544|1|15|70|Female
26365|medium|68630|3|15|50|Female
26366|medium|56581|1|16|50|Female
26367|medium|68661|1|16|90|Female
26368|medium|61870|3|14|10|Female
26369|medium|57531|2|15|60|Female
26370|medium|63101|1|15|60|Female
26371|medium|55245|2|14|20|Female
26372|medium|59530|4|14|70|Female
26373|medium|59275|4|15|80|Female
26374|medium|65112|3|14|50|Female
26375|medium|65642|3|14|80|Female
26376|medium|65973|1|14|20|Female
26377|medium|66270|4|14|80|Female
26378|medium|55918|2|15|30|Female
26379|medium|65410|4|14|100|Female
26380|medium|58896|1|14|80|Female
26381|medium|55226|1|15|90|Female
26382|medium|55157|1|14|50|Female
26383|medium|58666|4|15|80|Female
26384|medium|64823|4|15|30|Female
26385|medium|64971|4|15|30|Female
26386|medium|69368|3|16|60|Female
26387|medium|55371|2|16|50|Female
26388|medium|67531|1|14|40|Female
26389|medium|59553|1|16|20|Female
26390|medium|66873|1|14|60|Female
26391|medium|58895|4|15|60|Female
26392|medium|58393|4|16|10|Female
26393|medium|61528|2|14|80|Female
26394|medium|60376|2|15|10|Female
26395|medium|68276|1|14|0|Female
26396|medium|61588|4|14|80|Female
26397|medium|58718|2|16|60|Female
26398|medium|56957|4|15|40|Female
26399|medium|59786|4|14|60|Female
26400|medium|57143|4|15|80|Female
26401|medium|57823|1|14|40|Female
26402|medium|55834|3|15|0|Female
26403|medium|67233|1|15|50|Female
26404|medium|63478|1|14|30|Female
26405|medium|57640|4|14|100|Female
26406|low|59188|3|14|50|Male
26407|low|48728|4|14|10|Female
26408|low|55013|4|14|10|Male
26409|low|54081|3|14|70|Female
26410|low|55256|3|14|80|Female
26411|low|53673|3|14|90|Male
26412|low|50417|5|14|80|Male
26413|low|56081|5|12|40|Male
26414|low|57327|5|13|20|Female
26415|low|57565|4|14|30|Male
26416|low|59193|6|13|90|Male
26417|low|80156|6|14|90|Male
26418|low|85993|4|14|10|Female
26419|low|84948|3|13|90|Female
26420|low|83576|6|12|70|Male
26421|low|48987|3|14|80|Male
26422|low|50920|3|12|40|Male
26423|low|54714|5|14|80|Female
26424|low|52874|6|12|70|Female
26425|low|56290|5|13|90|Male
26426|low|52973|4|14|10|Female
26427|low|49287|3|14|20|Female
26428|low|59783|5|13|20|Male
26429|low|59554|4|13|20|Male
26430|low|52696|6|13|60|Female
26431|low|52778|6|13|20|Female
26432|low|59466|4|13|70|Male
26433|low|58041|6|14|70|Male
26434|low|53637|3|12|60|Female
26435|low|56892|3|14|0|Female
26436|low|48439|4|13|40|Female
26437|low|57312|5|12|60|Male
26438|low|55329|5|13|30|Male
26439|low|54650|4|14|40|Male
26440|low|46743|4|13|80|Female
26441|low|51526|6|12|10|Male
26442|low|58578|4|13|20|Female
26443|low|58773|5|12|60|Male
26444|low|51855|3|14|20|Female
26445|low|50081|3|12|90|Female
26446|low|52508|3|12|20|Male
26447|low|49898|4|14|50|Female
26448|low|52645|3|14|30|Male
26449|low|45982|6|13|90|Male
26450|low|53150|6|13|90|Female
26451|low|59692|6|13|40|Male
26452|low|49365|4|13|50|Female
26453|low|45358|6|14|60|Male
26454|low|50690|5|14|0|Female
26455|low|59089|4|13|70|Male
26456|high|63605|6|20|30|Male
26457|high|86194|6|17|30|Female
26458|high|84017|5|18|30|Male
26459|high|79294|6|16|70|Female
26460|high|65955|5|16|70|Female
26461|high|83759|7|20|20|Male
26462|high|74251|6|16|80|Female
26463|high|88049|7|17|30|Female
26464|high|67656|5|20|90|Female
26465|high|83372|5|20|40|Female
26466|high|67859|5|20|50|Male
26467|high|82492|6|17|10|Female
26468|high|73992|5|19|50|Female
26469|high|65592|7|19|90|Female
26470|high|83349|7|18|0|Female
26471|high|68738|6|20|10|Female
26472|high|77626|7|20|30|Male
26473|high|79962|7|20|60|Female
26474|high|71234|5|18|90|Male
26475|high|62297|6|18|90|Female
26476|high|82693|6|19|40|Female
26477|high|71886|7|19|20|Female
26478|high|68398|7|19|20|Male
26479|high|67853|7|20|70|Male
26480|high|87855|5|16|0|Female
26481|high|60155|6|20|20|Male
26482|high|66703|5|16|40|Male
26483|high|81802|6|18|70|Male
26484|high|84213|5|17|60|Female
26485|high|66268|7|18|10|Female
26486|high|66932|7|18|80|Male
26487|high|86162|5|16|0|Male
26488|high|68855|5|18|20|Male
26489|high|76605|6|19|70|Male
26490|high|66862|7|20|30|Male
26491|high|78818|5|17|90|Male
26492|high|65235|5|19|40|Female
26493|high|88164|7|19|70|Female
26494|high|64989|7|19|50|Female
26495|high|77815|7|16|80|Male
26496|high|82037|6|18|40|Female
26497|high|71156|5|18|70|Female
26498|high|66245|5|17|50|Male
26499|high|85108|6|20|90|Female
26500|high|72810|5|20|20|Female
26501|high|79981|6|20|0|Male
26502|high|65501|7|17|10|Female
26503|medium|76999|6|17|60|Female
26504|medium|69841|6|19|10|Female
26505|medium|65420|7|18|90|Female
26506|medium|67324|4|14|100|Female
26507|medium|57555|2|14|60|Female
26508|medium|60681|3|16|50|Female
26509|medium|61458|1|14|70|Female
26510|medium|67548|2|16|90|Female
26511|medium|57899|2|14|20|Female
26512|medium|65508|2|15|20|Female
26513|medium|55710|3|16|80|Female
26514|medium|56087|1|15|80|Female
26515|medium|63693|2|14|100|Female
26516|medium|64395|4|14|60|Female
26517|medium|64791|3|16|50|Female
26518|medium|65126|4|16|30|Female
26519|medium|58940|1|14|20|Female
26520|medium|56237|4|14|40|Female
26521|medium|64581|1|16|60|Female
26522|medium|58331|3|15|40|Female
26523|medium|60249|2|15|80|Female
26524|medium|56180|2|16|90|Female
26525|medium|61081|3|15|20|Female
26526|medium|55800|2|16|80|Female
26527|medium|62956|4|15|30|Female
26528|medium|58973|4|14|80|Female
26529|medium|64928|3|14|70|Female
26530|medium|67498|1|16|60|Female
26531|medium|55792|3|15|40|Female
26532|medium|67061|4|16|40|Female
26533|medium|61470|2|16|20|Female
26534|medium|56634|1|15|90|Female
26535|medium|64389|2|15|70|Female
26536|medium|59262|1|15|70|Female
26537|medium|62145|1|16|50|Female
26538|medium|66578|2|16|70|Female
26539|medium|68716|2|14|70|Female
26540|medium|57240|2|16|40|Female
26541|medium|56967|2|15|50|Female
26542|medium|62896|4|15|30|Female
26543|medium|66704|4|16|60|Female
26544|medium|64215|1|14|100|Female
26545|medium|55801|3|16|0|Female
26546|medium|64545|4|16|80|Female
26547|medium|66942|1|16|30|Female
26548|medium|69621|1|16|0|Female
26549|medium|66395|2|15|70|Female
26550|medium|67295|3|14|70|Female
26551|medium|61271|3|15|20|Female
26552|medium|60927|1|15|50|Female
26553|medium|55450|1|16|50|Female
26554|medium|68307|3|16|90|Female
26555|medium|68357|3|14|40|Female
26556|low|52546|5|13|40|Male
26557|low|59075|3|14|90|Male
26558|low|52160|5|13|20|Female
26559|low|58958|4|14|70|Male
26560|low|45609|5|12|20|Male
26561|low|48504|3|14|90|Female
26562|low|54664|4|12|60|Female
26563|low|49076|3|13|80|Male
26564|low|58104|4|12|50|Male
26565|low|47198|4|13|30|Male
26566|low|59913|3|12|60|Female
26567|low|52400|3|14|50|Male
26568|low|56671|4|14|60|Female
26569|low|54381|4|14|10|Male
26570|low|50865|6|12|50|Male
26571|low|54284|3|14|90|Male
26572|low|75098|6|14|20|Male
26573|low|77955|6|14|70|Female
26574|low|80268|6|14|20|Female
26575|low|80449|5|14|20|Male
26576|low|49145|5|13|0|Female
26577|low|51592|6|12|50|Female
26578|low|59364|6|14|70|Female
26579|low|52643|5|14|100|Male
26580|low|57615|4|13|30|Male
26581|low|58718|5|12|90|Male
26582|low|50441|3|13|10|Male
26583|low|51052|6|13|30|Male
26584|low|51481|5|13|60|Male
26585|low|46417|4|12|70|Female
26586|low|58440|3|13|30|Male
26587|low|48631|4|13|60|Male
26588|low|47379|6|12|50|Female
26589|low|53871|5|14|80|Male
26590|low|56369|5|14|20|Female
26591|low|54231|4|14|0|Male
26592|low|58259|6|14|40|Male
26593|low|55927|5|13|80|Female
26594|low|51726|4|14|80|Female
26595|high|47877|6|13|10|Female
26596|high|46151|4|14|100|Female
26597|high|45775|3|12|30|Female
26598|low|77275|4|13|30|Male
26599|low|59477|6|12|80|Male
26600|low|75437|4|13|0|Male
26601|low|52995|5|12|50|Male
26602|low|79765|4|12|10|Female
26603|low|52746|3|14|70|Female
26604|low|45452|6|13|20|Female
26605|low|45950|3|14|20|Male
26606|high|68266|6|16|80|Male
26607|high|61477|7|18|60|Female
26608|high|61439|5|20|40|Male
26609|high|69518|7|16|90|Female
26610|high|79039|7|20|10|Female
26611|high|67196|6|16|20|Female
26612|high|80389|7|16|60|Female
26613|high|75948|6|18|40|Female
26614|high|73697|7|17|10|Male
26615|high|60319|6|18|80|Female
26616|high|88938|7|19|30|Female
26617|high|68386|7|19|60|Male
26618|high|87910|6|20|40|Female
26619|high|67923|6|16|70|Male
26620|high|60939|7|16|10|Male
26621|high|67359|5|16|50|Male
26622|high|84605|6|16|50|Female
26623|high|85034|5|16|70|Male
26624|high|72525|7|18|90|Female
26625|high|66980|5|19|50|Female
26626|high|63384|7|20|30|Male
26627|high|82971|5|16|40|Male
26628|high|70239|6|19|50|Female
26629|high|68543|7|19|40|Female
26630|high|82939|7|19|90|Female
26631|high|89636|7|20|80|Female
26632|high|65371|6|18|40|Male
26633|high|60859|5|19|60|Male
26634|high|89372|5|20|70|Female
26635|high|76094|6|19|30|Male
26636|high|68471|6|17|90|Male
26637|high|85086|5|19|50|Male
26638|high|67513|5|17|50|Female
26639|high|83036|5|18|70|Male
26640|high|77983|6|18|70|Male
26641|high|65082|7|17|20|Male
26642|high|60894|7|17|30|Female
26643|high|89635|7|18|20|Female
26644|high|65223|7|19|60|Male
26645|high|74397|5|18|0|Female
26646|high|70173|6|19|70|Male
26647|high|76430|6|18|70|Female
26648|high|85844|7|19|80|Female
26649|high|75073|5|18|0|Female
26650|high|80618|5|18|70|Female
26651|high|83368|7|19|40|Female
26652|high|74936|5|16|10|Female
26653|low|65868|7|18|20|Male
26654|low|74529|7|17|20|Male
26655|low|70063|7|20|50|Female
26656|medium|67287|1|16|10|Female
26657|medium|59341|1|14|40|Female
26658|medium|67789|4|15|80|Female
26659|medium|67326|4|15|60|Female
26660|medium|64146|2|16|60|Female
26661|medium|63307|3|16|10|Female
26662|medium|58127|1|16|40|Female
26663|medium|63827|2|16|90|Female
26664|medium|63619|3|16|40|Female
26665|medium|69772|2|15|50|Female
26666|medium|66320|4|16|70|Female
26667|medium|65388|1|15|0|Female
26668|medium|63995|1|14|100|Female
26669|medium|61497|3|15|0|Female
26670|medium|64551|3|15|20|Female
26671|medium|68742|2|14|20|Female
26672|medium|57629|3|14|20|Female
26673|medium|63464|4|16|100|Female
26674|medium|58625|4|15|70|Female
26675|medium|63537|1|16|40|Female
26676|medium|69366|1|16|100|Female
26677|medium|57667|4|14|10|Female
26678|medium|57801|3|15|50|Female
26679|medium|64543|4|16|20|Female
26680|medium|55852|1|14|10|Female
26681|medium|69970|2|16|80|Female
26682|medium|60195|2|16|90|Female
26683|medium|62399|4|14|10|Female
26684|medium|55877|4|15|70|Female
26685|medium|60121|3|16|90|Female
26686|medium|69955|2|16|70|Female
26687|medium|65860|3|16|70|Female
26688|medium|59713|3|16|20|Female
26689|medium|60880|4|15|80|Female
26690|medium|60059|3|15|40|Female
26691|medium|62768|1|15|50|Female
26692|medium|69318|1|16|50|Female
26693|medium|67192|1|15|70|Female
26694|medium|62985|1|15|60|Female
26695|medium|66869|3|16|100|Female
26696|medium|68232|2|16|10|Female
26697|medium|58024|4|14|20|Female
26698|medium|67586|1|14|0|Female
26699|medium|56101|1|14|80|Female
26700|medium|56620|4|14|10|Female
26701|medium|64632|2|15|20|Female
26702|medium|56515|3|14|70|Female
26703|medium|64636|3|16|10|Female
26704|medium|58691|1|15|20|Female
26705|medium|55624|4|14|60|Female
26706|low|46209|4|13|70|Female
26707|low|49990|3|13|90|Female
26708|low|47677|3|14|70|Female
26709|low|45347|6|12|20|Male
26710|low|50292|3|13|80|Female
26711|low|55519|6|13|80|Male
26712|low|51217|5|13|100|Female
26713|low|47953|5|14|70|Female
26714|low|50368|5|12|80|Female
26715|low|53174|6|12|60|Male
26716|low|58106|3|12|80|Female
26717|low|54197|6|14|40|Female
26718|low|46626|5|12|20|Male
26719|low|58461|3|14|50|Female
26720|low|54922|5|14|100|Male
26721|low|57889|6|14|0|Female
26722|low|45104|6|14|50|Female
26723|low|47925|5|12|20|Male
26724|low|57732|4|13|20|Female
26725|low|53336|3|13|90|Male
26726|low|45753|6|13|60|Female
26727|low|53095|6|12|90|Male
26728|low|56866|5|14|80|Female
26729|low|46944|3|13|100|Male
26730|low|51877|4|13|40|Female
26731|low|59733|3|13|40|Female
26732|low|54091|6|12|40|Female
26733|low|51826|6|13|80|Female
26734|low|48986|6|13|50|Male
26735|low|51289|5|14|70|Female
26736|low|56004|6|12|80|Female
26737|low|59558|4|14|60|Female
26738|low|56718|4|12|20|Male
26739|low|46760|5|12|20|Male
26740|low|58413|6|13|70|Male
26741|low|56203|3|12|70|Female
26742|low|58431|4|12|10|Male
26743|low|53061|5|12|90|Male
26744|low|52782|5|12|60|Male
26745|high|48052|3|12|60|Female
26746|high|49086|4|14|90|Female
26747|high|48440|4|12|40|Female
26748|high|48836|3|14|80|Female
26749|low|53320|4|14|50|Male
26750|low|51397|5|13|80|Female
26751|high|58530|4|14|50|Female
26752|high|46854|6|14|90|Male
26753|high|45404|5|14|20|Male
26754|low|53600|4|14|0|Female
26755|low|47978|5|13|20|Female
26756|high|82587|7|16|30|Male
26757|high|86341|7|17|80|Male
26758|high|67476|7|16|0|Male
26759|high|61057|5|20|10|Female
26760|high|76160|5|18|80|Female
26761|high|66544|6|16|70|Male
26762|high|85734|6|17|0|Female
26763|high|69876|6|16|80|Male
26764|high|69199|5|20|50|Female
26765|high|65242|5|18|50|Male
26766|high|66777|5|19|70|Male
26767|high|85588|6|16|90|Female
26768|high|71869|6|18|50|Male
26769|high|75794|5|20|30|Female
26770|high|82561|5|19|80|Female
26771|high|76166|6|18|70|Female
26772|high|82183|5|20|20|Male
26773|high|62295|6|16|90|Male
26774|high|70007|6|16|0|Female
26775|high|69467|6|17|20|Male
26776|high|88530|7|20|50|Female
26777|high|82585|6|16|70|Female
26778|high|67116|5|16|30|Male
26779|high|64598|7|18|10|Male
26780|high|61614|7|16|0|Female
26781|high|77859|6|16|20|Male
26782|high|73945|5|17|30|Male
26783|high|60816|5|20|10|Male
26784|high|61327|7|19|60|Female
26785|high|88974|7|18|60|Female
26786|high|78538|6|16|50|Female
26787|high|84689|7|18|60|Female
26788|high|77082|6|17|30|Male
26789|high|82449|6|16|80|Female
26790|high|63778|7|18|40|Female
26791|high|65424|7|20|70|Female
26792|high|73484|5|17|60|Male
26793|high|69607|6|20|30|Female
26794|high|74630|6|18|40|Female
26795|high|61062|6|16|70|Male
26796|high|88621|7|18|40|Female
26797|high|62512|7|16|50|Male
26798|high|82374|7|20|60|Male
26799|high|66299|5|18|10|Female
26800|high|66664|5|16|20|Female
26801|high|81766|5|16|40|Female
26802|high|81182|6|19|50|Female
26803|high|60474|5|20|80|Female
26804|high|62569|5|18|50|Female
26805|high|36467|5|17|80|Male
26806|medium|56865|1|14|50|Female
26807|medium|64733|4|15|80|Female
26808|medium|69663|1|14|20|Female
26809|medium|66466|1|15|40|Female
26810|medium|61359|2|14|60|Female
26811|medium|66314|4|16|40|Female
26812|medium|63094|3|14|100|Female
26813|medium|58252|4|14|10|Female
26814|medium|64651|1|14|50|Female
26815|medium|62823|2|16|70|Female
26816|medium|58151|1|16|80|Female
26817|medium|66225|4|15|40|Female
26818|medium|65386|2|15|30|Female
26819|medium|62156|4|16|0|Female
26820|medium|58411|3|15|20|Female
26821|medium|67433|2|16|60|Female
26822|medium|68378|3|14|20|Female
26823|medium|60495|3|15|80|Female
26824|medium|67048|2|15|20|Female
26825|medium|68829|4|16|80|Female
26826|medium|56456|3|16|20|Female
26827|medium|63305|1|14|50|Female
26828|medium|59122|1|14|50|Female
26829|medium|62897|3|15|50|Female
26830|medium|59085|1|15|20|Female
